DATE,XUDLADS,XUDLBK25,XUDLBK47,XUDLBK85,XUDLBK87,XUDLBK89,XUDLBK93,XUDLBK95,XUDLBK97,XUDLCDS,XUDLDKS,XUDLERS,XUDLHDS,XUDLJYS,XUDLNDS,XUDLNKS,XUDLSFS,XUDLSGS,XUDLSKS,XUDLSRS,XUDLTWS,XUDLUSS,XUDLZRS
22 Mar 2013,1.4587,30.2833,4.8972,47.0055,44.635,9.4665,1705.7775,2.7674,82.7706,1.5582,8.7401,1.1726,11.8297,143.9933,1.8246,8.8518,1.4329,1.9029,9.8821,5.7149,45.5273,1.5239,14.2035
25 Mar 2013,1.4526,30.3719,4.9065,46.9112,44.4938,9.4294,1687.2564,2.7679,82.3374,1.5514,8.7838,1.1786,11.7844,143.2364,1.8192,8.8668,1.4383,1.8894,9.8998,5.6939,45.3463,1.5183,14.1118
26 Mar 2013,1.4455,30.3359,4.9246,46.8214,44.4345,9.4125,1678.5072,2.7506,82.5038,1.5408,8.7835,1.1786,11.7595,142.7904,1.8085,8.8543,1.4375,1.8804,9.8466,5.6833,45.2149,1.5155,14.0103
27 Mar 2013,1.4481,30.4667,4.9435,46.9348,44.245,9.3897,1679.2703,2.7517,82.3021,1.5368,8.8111,1.1822,11.7311,142.6176,1.808,8.8488,1.4408,1.8783,9.8458,5.6669,45.16,1.5111,14.0371
28 Mar 2013,1.4561,30.4649,4.9368,47.2205,44.5031,9.4339,1690.3133,2.7462,82.4101,1.5425,8.814,1.1823,11.7844,142.7318,1.8122,8.8548,1.4379,1.8832,9.8718,5.6932,45.3494,1.5181,13.9298
02 Apr 2013,1.4461,30.5093,4.9354,47.2674,44.4914,9.3769,1691.5676,2.7283,82.319,1.5359,8.7838,1.1783,11.7434,141.4014,1.7962,8.7914,1.4349,1.8722,9.7937,5.6732,45.2229,1.5128,13.9418
03 Apr 2013,1.4432,30.4275,4.9406,47.7458,44.3863,9.3855,1689.6317,2.7325,82.3701,1.5333,8.7806,1.1781,11.749,140.568,1.7927,8.7748,1.4308,1.8728,9.8355,5.6762,45.1711,1.5136,13.9387
04 Apr 2013,1.4585,30.4289,4.9427,48.0666,44.5428,9.4125,1706.9089,2.7418,83.2948,1.5404,8.8021,1.1809,11.7842,146.28,1.8092,8.8109,1.4362,1.8851,9.9561,5.6924,45.4649,1.5179,13.934
05 Apr 2013,1.4792,30.4006,4.9007,48.5308,44.9306,9.5204,1739.6024,2.7556,84.2342,1.5662,8.789,1.179,11.923,149.1697,1.826,8.7917,1.4326,1.9033,9.9072,5.7575,45.9753,1.5353,13.9728
08 Apr 2013,1.4706,30.2036,4.8374,47.7604,44.7075,9.4796,1743.126,2.7323,83.4092,1.558,8.7513,1.174,11.8657,151.1237,1.8077,8.7807,1.4287,1.8965,9.8162,5.7311,45.9705,1.5282,13.7931
09 Apr 2013,1.4591,30.1551,4.827,47.6707,44.3508,9.4869,1743.1933,2.7288,83.3861,1.5541,8.7331,1.1713,11.8755,151.4304,1.7991,8.7464,1.4285,1.8962,9.8066,5.7362,45.9301,1.5296,13.6445
10 Apr 2013,1.4542,30.3381,4.8024,47.2807,44.4837,9.4926,1740.3439,2.738,83.5037,1.5551,8.7322,1.1712,11.8962,152.509,1.7898,8.7873,1.4278,1.8963,9.7744,5.7477,45.9405,1.5326,13.6483
11 Apr 2013,1.4575,30.3635,4.821,47.4405,44.6503,9.5383,1738.0596,2.7463,83.6972,1.5565,8.7436,1.1727,11.9487,153.2473,1.7809,8.7718,1.4306,1.9036,9.749,5.7731,46.0796,1.5394,13.6762
12 Apr 2013,1.4632,30.416,4.813,47.6838,44.6565,9.5143,1735.9946,2.7507,83.8731,1.5574,8.7485,1.1733,11.9277,151.7184,1.7933,8.789,1.4277,1.9004,9.7791,5.7629,46.0096,1.5367,13.732
15 Apr 2013,1.473,30.2273,4.7984,48.0276,44.5273,9.4729,1714.255,2.7401,83.4427,1.564,8.7249,1.1702,11.8866,149.9964,1.8074,8.7672,1.4237,1.8938,9.7671,5.7423,45.7829,1.5312,13.9645
16 Apr 2013,1.4772,30.1383,4.7892,48.007,44.3133,9.4535,1704.289,2.7391,82.7396,1.5653,8.682,1.1645,11.8693,149.4542,1.8036,8.769,1.4167,1.8898,9.7479,5.7344,45.6444,1.5291,14.0188
17 Apr 2013,1.478,30.1791,4.7982,48.2797,43.953,9.403,1702.6484,2.738,82.5966,1.5665,8.7086,1.1681,11.8265,148.6936,1.8019,8.826,1.4188,1.8834,9.9028,5.7134,45.5321,1.5235,14.0068
18 Apr 2013,1.4828,30.1927,4.8073,48.3807,43.8775,9.4515,1712.2556,2.7493,82.5485,1.5672,8.715,1.1689,11.8707,150.1882,1.8128,8.8807,1.4219,1.8892,9.9661,5.7344,45.6742,1.5291,13.989
19 Apr 2013,1.4808,30.1672,4.7837,48.1428,43.6608,9.425,1708.1026,2.7454,82.3398,1.5656,8.6964,1.1664,11.8452,151.4357,1.8085,8.8666,1.4199,1.8863,9.9481,5.7221,45.4376,1.5258,14.0694
22 Apr 2013,1.4874,30.3434,4.8105,48.3076,43.7255,9.4255,1706.9421,2.7588,82.5495,1.5656,8.7213,1.17,11.837,151.3775,1.8122,8.9354,1.4272,1.8907,9.9534,5.7177,45.4613,1.5246,14.1355
23 Apr 2013,1.49,30.4576,4.853,48.3867,44.0332,9.444,1710.9521,2.7592,82.9539,1.5683,8.7551,1.1744,11.8673,151.8465,1.8184,9.016,1.4394,1.8969,10.118,5.7318,45.557,1.5284,14.1247
24 Apr 2013,1.4883,30.4561,4.8776,48.1553,44.1932,9.4329,1706.8861,2.7592,82.8136,1.5685,8.7595,1.1748,11.8556,151.7334,1.8069,9.0383,1.4468,1.8983,10.1226,5.7258,45.4475,1.5268,14.0134
25 Apr 2013,1.4971,30.6437,4.9252,48.0956,45.0848,9.5276,1716.4494,2.7781,83.5844,1.5746,8.8523,1.1872,11.9885,153.6126,1.8114,9.0788,1.4629,1.9133,10.2018,5.7905,45.795,1.544,13.9856
26 Apr 2013,1.506,30.5975,4.946,48.4202,45.3064,9.5504,1721.8738,2.7824,84.2455,1.5758,8.8664,1.1891,12.028,151.3259,1.8185,9.0631,1.4587,1.9156,10.1758,5.8098,45.8486,1.5492,14.1431
29 Apr 2013,1.4974,30.3458,4.8941,47.9152,45.3509,9.5516,1714.8449,2.7795,84.0627,1.5711,8.8187,1.1827,12.025,152.0891,1.8103,9.0201,1.4515,1.9116,10.1369,5.8107,45.6817,1.5494,13.9087
30 Apr 2013,1.4988,30.4481,4.9173,48.2173,45.5714,9.5947,1714.8727,2.7912,83.6876,1.5653,8.8,1.1803,12.0789,151.6089,1.8144,8.9586,1.4461,1.917,10.0745,5.8371,45.9348,1.5564,13.9793
01 May 2013,1.5115,30.2836,4.9147,48.7555,45.5829,9.5873,1711.8864,2.7865,83.5609,1.568,8.7891,1.1788,12.0682,151.3987,1.8307,8.9613,1.4429,1.918,10.0578,5.8325,45.873,1.5552,14.0629
02 May 2013,1.5137,30.4251,4.9092,48.4176,45.6489,9.548,1708.1489,2.7833,83.5345,1.5643,8.846,1.1868,12.0364,152.0543,1.8291,8.9887,1.4486,1.9168,10.1225,5.8169,45.8389,1.5511,13.9014
03 May 2013,1.5104,30.4333,4.9261,48.2997,46.2058,9.5829,1707.8563,2.7954,83.7714,1.5699,8.8476,1.187,12.0794,154.0454,1.824,9.0224,1.4548,1.9214,10.1177,5.8383,45.9715,1.5568,13.9024
07 May 2013,1.5215,30.5503,4.8953,48.0605,45.8037,9.5195,1686.616,2.7816,83.7414,1.5543,8.8096,1.1821,12.0044,153.2669,1.8322,9.0352,1.4556,1.9076,10.0843,5.8013,45.6838,1.5469,13.967
08 May 2013,1.5269,30.6219,4.8864,48.376,45.6677,9.5585,1690.6703,2.7846,84.1288,1.561,8.8071,1.1816,12.0794,153.8133,1.855,8.9399,1.4563,1.9111,10.1041,5.837,45.6786,1.5565,14.0248
09 May 2013,1.5212,30.5329,4.878,48.3243,45.6047,9.5,1691.6518,2.7831,84.2208,1.5532,8.8192,1.1833,12.0235,153.8908,1.8354,8.9253,1.4579,1.9052,10.1025,5.8115,45.5668,1.5496,13.934
10 May 2013,1.5353,30.5774,4.9121,48.2339,45.7733,9.4303,1698.4933,2.7687,84.1531,1.5536,8.8243,1.1837,11.9175,156.3139,1.8554,8.9122,1.4698,1.902,10.1281,5.7584,45.6612,1.5355,13.9922
13 May 2013,1.539,30.5982,4.9212,48.1179,45.541,9.4312,1708.2015,2.7809,83.9854,1.5507,8.808,1.1818,11.9091,156.1252,1.8583,8.9002,1.469,1.9042,10.1284,5.7545,45.818,1.5344,14.0163
14 May 2013,1.5383,30.4364,4.8999,47.8002,45.2523,9.3718,1693.6338,2.7696,83.6312,1.5501,8.762,1.1755,11.8419,155.6824,1.8541,8.8543,1.4607,1.8958,10.1264,5.7217,45.5902,1.5257,14.0433
15 May 2013,1.5405,30.7969,4.9573,47.9283,45.3477,9.3564,1697.3135,2.7722,83.4102,1.5494,8.8234,1.1838,11.8169,155.9649,1.8529,8.9121,1.473,1.8981,10.1648,5.71,45.6293,1.5225,14.1387
16 May 2013,1.5532,30.8163,4.9595,47.9829,45.5183,9.4124,1711.0364,2.7975,83.8572,1.555,8.8333,1.1852,11.885,156.0804,1.8666,8.9039,1.4688,1.9149,10.1653,5.741,45.8934,1.5308,14.2086
17 May 2013,1.5603,30.8678,4.9493,47.7599,45.3299,9.3288,1698.764,2.7964,83.3758,1.5609,8.8285,1.1848,11.7928,156.4369,1.8819,8.9054,1.4775,1.9098,10.1808,5.6972,45.5624,1.5191,14.2625
20 May 2013,1.5542,30.9804,4.9546,47.6211,45.3539,9.3442,1702.9156,2.8117,83.8808,1.5647,8.824,1.184,11.8155,155.9646,1.8675,8.8812,1.4736,1.9116,10.1395,5.7087,45.5328,1.5222,14.4146
21 May 2013,1.5491,30.6513,4.9247,47.3648,45.1732,9.2895,1681.8926,2.7996,83.9341,1.5595,8.7659,1.1762,11.7515,155.2558,1.8612,8.7906,1.4702,1.9103,10.0638,5.6785,45.233,1.5141,14.4854
22 May 2013,1.5546,30.5001,4.8886,47.0608,44.8792,9.2239,1676.0882,2.7803,83.6352,1.5546,8.7082,1.1683,11.6772,155.7158,1.8625,8.7439,1.4734,1.903,9.9782,5.6422,44.9447,1.5045,14.4226
23 May 2013,1.5521,30.527,4.9086,47.347,45.0895,9.2404,1700.5372,2.7915,83.9346,1.558,8.7038,1.1676,11.6956,152.8043,1.8578,8.8105,1.4604,1.9057,10.0418,5.6497,45.0594,1.5065,14.4198
24 May 2013,1.5644,30.362,4.9134,47.4374,45.314,9.2825,1705.6724,2.795,84.4131,1.5631,8.7278,1.171,11.7541,153.1865,1.8687,8.8338,1.4547,1.9143,10.0632,5.6778,45.289,1.514,14.4713
28 May 2013,1.5621,30.3133,4.9013,47.3452,45.1877,9.2034,1696.354,2.7958,84.2261,1.5617,8.7172,1.1695,11.6723,153.8832,1.8594,8.8369,1.4676,1.9088,10.0546,5.6384,45.1253,1.5035,14.708
29 May 2013,1.5699,30.1787,4.9444,47.6916,45.5868,9.2601,1712.3028,2.8129,84.9387,1.5715,8.6899,1.1657,11.7351,152.5255,1.861,8.8743,1.4527,1.9139,10.032,5.6684,45.3027,1.5115,14.7943
30 May 2013,1.5701,30.0252,4.9932,48.3146,45.861,9.3285,1716.8974,2.8542,85.7954,1.5671,8.6888,1.1655,11.8143,153.5751,1.8774,8.8648,1.4513,1.918,9.9857,5.7063,45.575,1.5216,15.2169
31 May 2013,1.5808,30.0962,5.0044,48.4242,46.1046,9.3005,1714.4665,2.8488,85.6597,1.567,8.7221,1.1698,11.769,153.0655,1.9001,8.9232,1.4547,1.9174,10.078,5.6855,45.4648,1.5161,15.2504
03 Jun 2013,1.5749,30.2108,5.0027,48.8293,46.4815,9.3777,1724.4807,2.8918,86.6844,1.5823,8.7505,1.1739,11.8743,152.2923,1.8965,8.9216,1.459,1.9177,10.0529,5.7358,45.7565,1.5295,15.085
04 Jun 2013,1.5858,30.2303,4.9467,48.853,46.5672,9.3723,1716.8992,2.8682,86.4743,1.5821,8.7221,1.17,11.8689,153.1441,1.9135,8.8908,1.4512,1.9167,10.0465,5.7353,45.7337,1.5293,14.8786
05 Jun 2013,1.6156,30.2747,5.0277,49.4622,46.9918,9.4316,1722.3648,2.9106,87.5112,1.596,8.7684,1.1762,11.946,152.8272,1.9354,8.9461,1.4524,1.9217,10.1611,5.7725,45.8943,1.5392,15.3891
06 Jun 2013,1.6289,30.2824,5.072,50.0435,47.5004,9.5248,1737.1789,2.9447,88.2327,1.6017,8.7722,1.1765,12.0499,152.6842,1.9477,8.9691,1.4512,1.9351,10.211,5.8216,46.212,1.5523,15.5095
07 Jun 2013,1.6382,30.0629,4.9752,50.0724,47.6162,9.5299,1736.558,2.9157,88.6676,1.5861,8.7628,1.1753,12.0617,151.2935,1.9658,8.9664,1.453,1.9348,10.2235,5.8272,46.2395,1.5538,15.4619
10 Jun 2013,1.6442,30.2354,5.0259,50.2266,47.789,9.5226,1751.457,2.9523,90.2915,1.5816,8.7737,1.1767,12.0542,153.9092,1.9656,8.9685,1.4582,1.958,10.2599,5.8229,46.505,1.5526,15.8066
11 Jun 2013,1.6591,30.1224,5.0278,50.6201,48.3429,9.5661,1769.0273,2.9541,91.0787,1.5892,8.7624,1.175,12.1108,151.0569,1.9859,9.0407,1.4465,1.9613,10.2731,5.849,46.6288,1.5597,15.7405
12 Jun 2013,1.6502,30.1484,5.0061,50.5043,48.5199,9.6213,1769.4779,2.9452,90.663,1.5974,8.7722,1.1762,12.181,150.0932,1.9685,9.0233,1.4437,1.9634,10.2083,5.8833,46.8492,1.5687,15.7066
13 Jun 2013,1.6349,30.306,5.0007,50.2309,48.263,9.6183,1771.8087,2.9264,90.9832,1.594,8.7941,1.1789,12.1746,147.737,1.9556,9.0496,1.4482,1.9611,10.2265,5.8805,46.8518,1.568,15.5749
14 Jun 2013,1.6288,30.267,4.9686,49.6138,47.9246,9.6109,1766.6725,2.907,90.1506,1.5945,8.765,1.1752,12.1691,148.2887,1.9369,8.962,1.4435,1.9599,10.0937,5.879,46.788,1.5677,15.579
17 Jun 2013,1.6414,30.1476,4.9792,49.9268,48.1603,9.6239,1771.7036,2.9383,91.0961,1.5979,8.7811,1.1772,12.1931,148.9121,1.9597,8.9966,1.4535,1.971,10.1638,5.893,46.8939,1.5713,15.5079
18 Jun 2013,1.6488,29.8804,4.9654,49.9842,48.2599,9.5651,1771.0242,2.946,91.8375,1.594,8.6945,1.1655,12.1107,149.1969,1.9559,8.9673,1.4369,1.9707,10.1062,5.8535,46.6679,1.5608,15.6233
19 Jun 2013,1.6419,29.9906,4.9755,50.574,48.0605,9.5939,1770.6762,2.9532,92.0182,1.5958,8.7139,1.1682,12.1462,148.77,1.9466,8.9527,1.4396,1.9663,10.0057,5.873,46.6496,1.566,15.5502
20 Jun 2013,1.6841,30.41,5.0927,50.8652,48.1271,9.4765,1772.4437,2.9917,92.1327,1.6019,8.7546,1.1737,11.9936,151.6807,2.0022,9.2968,1.4407,1.975,10.2066,5.8,46.6579,1.5465,15.8598
21 Jun 2013,1.6714,30.2895,5.0939,50.5721,47.9752,9.4378,1776.6139,2.9839,91.2183,1.6112,8.7384,1.1715,11.9379,150.012,1.99,9.3282,1.4383,1.9646,10.2784,5.7715,46.4517,1.5389,15.6983
24 Jun 2013,1.6612,30.3687,5.105,50.732,47.9063,9.4613,1789.6564,3.0125,92.1091,1.6211,8.7728,1.1761,11.9473,150.2326,1.9862,9.4613,1.439,1.9688,10.4306,5.7754,46.5096,1.5399,15.5607
25 Jun 2013,1.6664,30.3886,5.1083,50.7177,47.8756,9.4654,1776.8206,2.9838,91.908,1.6194,8.7881,1.1782,11.9503,150.5741,1.9933,9.4306,1.4477,1.9537,10.3628,5.7773,46.2967,1.5404,15.5388
26 Jun 2013,1.6465,30.5553,5.1211,50.5866,47.7196,9.4286,1773.802,2.9727,93.1384,1.6063,8.8011,1.1797,11.9008,149.4479,1.958,9.3575,1.4455,1.9511,10.3132,5.7524,46.2133,1.5339,15.5054
27 Jun 2013,1.6386,30.5047,5.0674,49.8611,47.3484,9.3493,1745.7469,2.9271,91.5265,1.5953,8.7231,1.1694,11.7947,149.7997,1.9529,9.2268,1.4427,1.9257,10.2867,5.7022,45.615,1.5205,15.1401
28 Jun 2013,1.6572,30.3165,5.0522,49.7933,47.1845,9.3086,1732.6781,2.9287,90.2937,1.6001,8.7028,1.1668,11.764,150.669,1.9639,9.2631,1.4349,1.9236,10.2359,5.6878,45.6694,1.5167,15.0548
01 Jul 2013,1.6517,30.3916,5.0583,50.1839,47.1214,9.3367,1728.9815,2.9297,90.4137,1.5991,8.7114,1.1679,11.8076,151.8389,1.9502,9.2552,1.4417,1.9267,10.1461,5.7097,45.6293,1.5225,15.053
02 Jul 2013,1.6555,30.2868,5.045,50.1525,47.0011,9.3028,1721.6815,2.9246,90.251,1.6002,8.6826,1.1639,11.7608,152.2968,1.9563,9.2199,1.4377,1.9268,10.1218,5.6887,45.5373,1.5169,15.0219
03 Jul 2013,1.6822,30.6548,5.0725,50.5925,47.4295,9.3541,1742.4636,2.9723,91.9401,1.6073,8.7759,1.1763,11.8324,152.1375,1.9655,9.3197,1.4471,1.9419,10.2285,5.7228,45.8655,1.5258,15.3892
04 Jul 2013,1.6419,30.1588,4.9886,50.0286,46.8327,9.2288,1717.283,2.9258,90.6024,1.584,8.7042,1.1667,11.6823,150.6751,1.9178,9.197,1.4408,1.9155,10.0526,5.6502,45.2417,1.5066,15.0713
05 Jul 2013,1.6416,30.122,5.0013,49.5946,46.5243,9.1269,1700.1595,2.9278,89.8368,1.576,8.6493,1.1596,11.5413,150.1844,1.9334,9.3026,1.4311,1.9065,10.1126,5.5816,44.8246,1.4883,15.1241
08 Jul 2013,1.6367,30.1593,5.0083,49.7285,46.9427,9.1625,1715.465,2.9149,90.6483,1.5775,8.6611,1.1611,11.5859,151.0082,1.9127,9.1852,1.4408,1.9121,10.1326,5.6022,44.9395,1.4938,15.2241
09 Jul 2013,1.6205,30.0169,5.0164,49.0165,46.4062,9.0904,1694.3824,2.8861,89.3701,1.5623,8.6516,1.1599,11.5037,149.8969,1.89,9.194,1.4435,1.899,10.1003,5.5619,44.6547,1.4831,14.9182
10 Jul 2013,1.6288,30.1663,5.03,49.2247,46.6838,9.1673,1697.4621,2.9284,89.4712,1.5711,8.6692,1.1624,11.593,149.5646,1.9122,9.1603,1.4459,1.9053,10.1006,5.6049,44.8081,1.4946,15.0115
11 Jul 2013,1.6526,30.1083,5.0139,49.2598,47.0228,9.2731,1700.3015,2.958,90.4391,1.5721,8.6452,1.1591,11.7246,149.2455,1.9331,9.2081,1.4374,1.9066,10.1102,5.6689,45.1561,1.5115,15.0795
12 Jul 2013,1.6687,30.0924,4.9774,49.3799,47.1077,9.2784,1699.7167,2.9539,90.6067,1.5708,8.6377,1.1582,11.7287,150.3032,1.9385,9.1764,1.433,1.9093,10.103,5.6696,45.1786,1.5118,15.0625
15 Jul 2013,1.6614,30.1142,4.9661,49.2865,47.049,9.2698,1694.4271,2.9272,90.5787,1.5722,8.6331,1.1577,11.718,150.8588,1.9332,9.182,1.4356,1.9107,10.1059,5.6643,45.087,1.5104,14.9582
16 Jul 2013,1.6383,29.8758,4.8888,49.0579,46.9556,9.2784,1690.8843,2.907,89.661,1.5724,8.5857,1.1513,11.7337,150.1761,1.9204,9.0643,1.4243,1.9051,9.9565,5.6726,45.0513,1.5125,14.8807
17 Jul 2013,1.6461,30.0207,4.9219,49.1497,47.1166,9.3082,1695.1827,2.908,90.0382,1.5821,8.6415,1.1588,11.7701,151.3407,1.9207,9.1075,1.4322,1.9147,9.9905,5.6901,45.2429,1.5172,14.9437
18 Jul 2013,1.6597,30.1129,4.9313,49.2649,47.2295,9.3346,1709.7629,2.9216,90.6208,1.5801,8.6593,1.1612,11.7931,152.9525,1.9269,9.1125,1.4385,1.9261,10.0308,5.701,45.5194,1.5201,15.0619
19 Jul 2013,1.6587,30.1216,4.9222,49.4453,47.3442,9.3661,1710.4629,2.9311,90.5681,1.5829,8.6619,1.1615,11.8381,153.2104,1.9205,9.1127,1.4357,1.9302,9.9873,5.7231,45.635,1.526,15.0293
22 Jul 2013,1.662,30.2321,4.908,49.6912,47.5778,9.4378,1719.7647,2.9387,91.7973,1.5891,8.6866,1.1648,11.9242,152.8393,1.9304,9.1078,1.4374,1.938,9.9591,5.7644,45.8948,1.537,15.0849
23 Jul 2013,1.6615,30.1527,4.8925,49.7076,47.5609,9.4306,1716.9703,2.9371,91.6565,1.5816,8.6711,1.1626,11.922,153.3012,1.9288,9.0543,1.4388,1.9442,9.9174,5.7634,45.955,1.5367,15.0358
24 Jul 2013,1.6682,30.0213,4.8967,49.7183,47.5837,9.4227,1713.7951,2.9409,90.7292,1.5799,8.653,1.1602,11.9133,153.8311,1.9278,9.0725,1.4357,1.9465,9.9601,5.7595,45.9435,1.5357,14.9467
25 Jul 2013,1.6661,29.9965,4.9068,49.9819,47.5698,9.3938,1710.263,2.9513,90.4233,1.5742,8.628,1.1571,11.8791,152.5481,1.9018,9.0765,1.4299,1.9391,9.9676,5.743,45.8548,1.5313,14.9965
26 Jul 2013,1.6644,30.0242,4.9092,50.4564,47.8668,9.4237,1710.5697,2.9662,90.8154,1.5824,8.6397,1.1587,11.9214,150.8314,1.9061,9.0894,1.4281,1.9434,9.9489,5.764,45.9625,1.5369,15.0713
29 Jul 2013,1.6674,29.9351,4.876,50.3959,47.8013,9.4119,1708.1096,2.9545,91.2285,1.575,8.6342,1.1581,11.9056,150.3644,1.9128,9.0926,1.4294,1.944,9.9393,5.7558,45.9366,1.5348,15.0556
30 Jul 2013,1.6833,29.7096,4.8687,50.2555,47.753,9.3561,1703.2706,2.9383,92.2941,1.5705,8.5844,1.1515,11.834,149.6298,1.9119,9.0584,1.4203,1.9387,9.9971,5.7227,45.6931,1.5259,14.9637
31 Jul 2013,1.6896,29.5994,4.8577,50.0791,47.5619,9.2931,1703.084,2.9458,91.5981,1.559,8.5141,1.142,11.7604,149.1531,1.905,8.9664,1.4092,1.9319,9.914,5.6871,45.5739,1.5164,15.0336
01 Aug 2013,1.6983,29.7572,4.8779,50.1606,47.4918,9.294,1704.0054,2.9462,91.7695,1.5661,8.5404,1.1456,11.7595,150.4426,1.9279,9.0083,1.4157,1.9324,9.9944,5.686,45.5436,1.5161,15.1064
02 Aug 2013,1.7141,29.7351,4.8616,50.2362,47.7771,9.3619,1717.2558,2.9471,93.3318,1.5836,8.5716,1.1498,11.8479,150.846,1.949,9.0677,1.4174,1.9412,10.0854,5.7284,45.793,1.5274,15.064
05 Aug 2013,1.7213,30.0047,4.8834,50.4587,48.0672,9.3889,1707.8846,2.9642,93.3367,1.5942,8.6324,1.1579,11.8912,151.1385,1.9677,9.1245,1.428,1.9466,10.1202,5.7494,45.9057,1.533,15.1253
06 Aug 2013,1.7134,30.0094,4.8642,50.6974,48.3166,9.4179,1713.9659,2.967,93.5254,1.5962,8.6193,1.156,11.9331,150.1884,1.9482,9.1093,1.4228,1.95,10.0846,5.7698,46.0396,1.5385,15.2508
07 Aug 2013,1.7263,30.2228,4.9092,51.2412,48.6955,9.4955,1734.1365,2.9937,94.9841,1.6179,8.6885,1.1651,12.0367,149.8884,1.9466,9.193,1.4325,1.9664,10.1357,5.8199,46.4842,1.5518,15.3703
08 Aug 2013,1.7058,30.0234,4.8689,51.2436,48.5083,9.5207,1730.8049,2.9838,94.4671,1.6123,8.6673,1.1621,12.0646,149.1569,1.9352,9.1805,1.4301,1.9593,10.0804,5.8337,46.4783,1.5555,15.2708
09 Aug 2013,1.6875,30.0534,4.868,51.0258,48.4784,9.5058,1725.9372,2.9739,94.2231,1.5998,8.6764,1.1631,12.0434,149.4881,1.9311,9.0755,1.4311,1.9525,10.089,5.8236,46.4365,1.5528,15.1134
12 Aug 2013,1.6871,30.0851,4.88,51.0539,48.3239,9.4772,1725.3729,2.9736,94.6756,1.595,8.6865,1.1645,12.0063,149.5,1.926,9.0917,1.4354,1.9529,10.106,5.806,46.3904,1.5481,15.2318
13 Aug 2013,1.7007,30.2001,4.9025,51.2354,48.3543,9.4648,1728.9573,2.9932,94.8331,1.5991,8.7129,1.1681,11.9908,151.8116,1.9472,9.1316,1.4444,1.96,10.1292,5.7985,46.3753,1.5461,15.4332
14 Aug 2013,1.6984,30.2259,4.9256,51.408,48.5687,9.5072,1738.0154,3.0011,95.217,1.6039,8.7358,1.1714,12.0496,152.3558,1.9329,9.1391,1.4513,1.9726,10.1019,5.827,46.5784,1.5537,15.4414
15 Aug 2013,1.7126,30.3321,4.9726,51.3692,48.7012,9.5089,1740.0505,3.0274,95.7113,1.6097,8.7551,1.174,12.0645,152.1941,1.9376,9.2582,1.4541,1.9824,10.1817,5.8345,46.6414,1.5557,15.601
16 Aug 2013,1.6969,30.2271,4.9474,51.316,48.8297,9.5466,1738.4919,3.0247,96.2776,1.6159,8.7331,1.1711,12.1062,152.336,1.9259,9.2359,1.4456,1.9822,10.175,5.8555,46.6501,1.5613,15.6244
19 Aug 2013,1.7128,30.333,4.9855,51.6138,49.1646,9.5943,1751.718,3.0569,98.9404,1.6184,8.7539,1.1737,12.1516,153.519,1.9386,9.2502,1.4495,1.999,10.187,5.8766,46.9849,1.567,15.9408
20 Aug 2013,1.7267,30.1139,4.937,51.6538,49.6115,9.6026,1757.336,3.059,99.1838,1.6287,8.71,1.1679,12.1587,152.2998,1.9664,9.3224,1.439,2.0003,10.1592,5.8803,46.9083,1.568,15.9223
21 Aug 2013,1.7392,30.2231,4.9743,51.8253,49.9192,9.6056,1753.6203,3.0921,100.5836,1.6388,8.7481,1.1728,12.1654,153.2247,1.9921,9.5038,1.4439,2.0076,10.2988,5.8835,46.9981,1.5688,16.0527
22 Aug 2013,1.7259,29.992,4.9536,51.5195,49.8959,9.5316,1746.3095,3.1006,100.5315,1.637,8.7034,1.1669,12.0776,153.5654,1.9866,9.4956,1.4399,1.9965,10.1481,5.8402,46.6567,1.5573,16.008
23 Aug 2013,1.7268,29.8596,4.9122,51.4179,49.7027,9.5429,1740.4595,3.1038,98.5945,1.6412,8.6783,1.1635,12.0925,153.5755,1.9991,9.3891,1.4336,1.9931,10.1182,5.8477,46.6293,1.5593,15.8791
27 Aug 2013,1.7334,29.8409,4.9298,51.5654,50.0155,9.5123,1736.9214,3.1671,102.9447,1.6325,8.655,1.1602,12.0536,151.0333,1.9954,9.3528,1.4264,1.9939,10.0914,5.8283,46.6138,1.554,16.1737
28 Aug 2013,1.7373,29.9216,4.9951,51.5939,50.0401,9.5096,1734.9731,3.1969,106.9092,1.6293,8.6888,1.1649,12.0503,151.7752,1.9908,9.4083,1.4315,1.9864,10.1144,5.8275,46.5612,1.5538,16.0787
29 Aug 2013,1.7361,30.1441,5.0193,51.5201,49.8164,9.4834,1724.2681,3.1459,103.127,1.6291,8.7398,1.1716,12.0171,152.5328,1.9973,9.461,1.4437,1.9759,10.2267,5.8116,46.3998,1.5495,15.9932
30 Aug 2013,1.7368,30.2497,5.0088,51.503,49.7779,9.4672,1717.3119,3.1525,101.6522,1.6317,8.7532,1.1734,11.997,151.8169,2.0006,9.4809,1.4427,1.9752,10.2709,5.8026,46.3171,1.5471,15.8415
02 Sep 2013,1.7331,30.3052,5.0203,51.9404,49.8469,9.5248,1712.2278,3.1395,102.7368,1.641,8.8019,1.18,12.0697,154.6538,1.9917,9.4676,1.4541,1.9836,10.2834,5.8377,46.2825,1.5565,15.9168
